chr19:15778978-15778978	chr19:15917978-15917978
chr16:29302053-29302053	chr16:29394552-29394552
chr10:133862372-133862372	chr10:134012382-134012382
chr20:48944056-48944056	chr20:49510649-49510649
chr11:4617621-4617621	chr11:4661045-4661045
chr19:47681626-47681626	chr19:42989786-42989786
chr1:159074864-159074864	chr1:160808240-160808240
chr17:39686109-39686109	chr17:42330583-42330583
chr1:100570019-100570019	chr1:100797431-100797431
chr17:28089444-28089444	chr17:31065331-31065331
chr5:150695269-150695269	chr5:150715076-150715076
chr4:100753203-100753203	chr4:100534180-100534180
chr2:185509016-185509016	chr2:185800771-185800771
chr10:124392741-124392741	chr10:124402751-124402751
chr6:27883536-27883536	chr6:27775557-27775557
chr21:30613725-30613725	chr21:31691854-31691854
chr19:4125680-4125680	chr19:4174680-4174680
chrMT:15247-15247	NA
chr16:5073716-5073716	chr16:5133715-5133715
chr22:33990878-33990878	chr22:35660878-35660878
chr8:143691875-143691875	chr8:143694873-143694873
chr9:67847195-67847195	chr9:68357375-68357375
chr10:26615280-26615280	chr10:26575274-26575274
chr17:71906013-71906013	chr17:74394418-74394418
chr2:109432349-109432349	chr2:110065917-110065917
chr2:61486661-61486661	chr2:61633157-61633157
chr7:107359150-107359150	chr7:107571914-107571914
chr8:145733964-145733964	chr8:145763156-145763156
chr14:44829155-44829155	chr14:45759405-45759405
chr1:74607535-74607535	chr1:74834947-74834947
chr11:63726934-63726934	chr11:63970358-63970358
chr17:56835257-56835257	chr17:59480475-59480475
chr20:1499655-1499655	chr20:1551655-1551655
chr16:69721065-69721065	chr16:71163564-71163564
chr17:7759817-7759817	chr17:7819092-7819092
chr14:58183484-58183484	chr14:59113731-59113731
chr15:41315306-41315306	chr15:43528014-43528014
chr1:78867243-78867243	chr1:79094655-79094655
chr1:156492690-156492690	chr1:158226066-158226066
chr8:93096055-93096055	chr8:93026879-93026879
chr2:160463715-160463715	chr2:160755469-160755469
chr11:47246798-47246798	chr11:47290222-47290222
chr7:97350783-97350783	chr7:97512847-97512847
chr17:7520083-7520083	chr17:7579358-7579358
chr4:15148684-15148684	chr4:15539586-15539586
chr11:102172673-102172673	chr11:102667463-102667463
chr1:184306510-184306510	chr1:186039887-186039887
chr1:115021648-115021648	chr1:115220125-115220125
chr4:71235614-71235614	chr4:71201025-71201025
chr14:62244692-62244692	chr14:63174939-63174939
chr3:48803040-48803040	chr3:48828036-48828036
chr4:103950104-103950104	chr4:103730993-103730993
chr13:17941911-17941911	chr13:19043911-19043911
chr19:7114164-7114164	chr19:7163164-7163164
chr9:87991306-87991306	chr9:88801486-88801486
chr11:124295054-124295054	chr11:124789844-124789844
chr19:40995618-40995618	chr19:36303778-36303778
chr18:59720095-59720095	chr18:61569115-61569115
chr9:6526105-6526105	chr9:6536105-6536105
chr8:141505919-141505919	chr8:141436737-141436737
chr2:109730678-109730678	chr2:110373389-110373389
chr9:2708278-2708278	chr9:2718278-2718278
chr19:53770986-53770986	chr19:49079174-49079174
chr17:26689236-26689236	chr17:29665110-29665110
chr15:87225837-87225837	chr15:89424833-89424833
chr7:77261582-77261582	chr7:77423646-77423646
chr19:53330790-53330790	chr19:48638978-48638978
chr2:101271882-101271882	chr2:101905450-101905450
chr2:130974577-130974577	chr2:131258107-131258107
chr6:110407293-110407293	chr6:110300600-110300600
chr15:62236105-62236105	chr15:64449052-64449052
chrMT:2438-2438	NA
chr7:100472877-100472877	chr7:100686157-100686157
chr8:52447074-52447074	chr8:52284521-52284521
chr6:20259396-20259396	chr6:20151417-20151417
chr2:202851130-202851131	chr2:203142885-203142886
chr2:72224829-72224829	chr2:72371321-72371321
chr10:37473962-37473962	chr10:37433956-37433956
chr2:27283978-27283978	chr2:27430474-27430474
chr12:51968054-51968054	chr12:53681787-53681787
chr19:8945558-8945573	chr19:9084558-9084573
chr1:65874502-65874502	chr1:66101914-66101914
chr6:31581465-31581465	chr6:31473486-31473486
chr3:12274332-12274332	chr3:12299332-12299332
chr22:19675967-19675967	chr22:21345967-21345967
chr6:31649116-31649116	chr6:31541137-31541137
chr8:99231913-99231913	chr8:99162737-99162737
chr10:126706029-126706029	chr10:126716039-126716039
chr3:101369271-101369271	chr3:99886581-99886581
chr4:186781509-186781509	chr4:186544515-186544515
chr17:71029174-71029174	chr17:73517579-73517579
chr11:62376655-62376655	chr11:62620079-62620079
chr16:72532566-72532566	chr16:73975065-73975065
chr5:140201379-140201379	chr5:140221195-140221195
chr22:21220969-21220969	chr22:22890969-22890969
chr1:173280727-173280727	chr1:175014104-175014104
chr19:11085402-11085402	chr19:11224402-11224402
chr6:158053062-158053063	chr6:158133074-158133075
chr1:102063308-102063308	chr1:102290720-102290720
chr2:152002097-152002097	chr2:152293851-152293851
chr19:14368970-14368970	chr19:14507970-14507970
chr2:98981116-98981116	chr2:99614684-99614684
chr8:105430488-105430488	chr8:105361312-105361312
chr12:50860733-50860733	chr12:52574466-52574466
chr1:85559754-85559754	chr1:85787166-85787166
chr5:35682628-35682628	chr5:35646871-35646871
chr4:76653460-76653460	chr4:76434436-76434436
chr2:77599962-77599962	chr2:77746454-77746454
chr19:59541302-59541302	chr19:54849490-54849490
chr3:115438288-115438288	chr3:113955598-113955598
chrX:53256634-53256642	chrX:53239909-53239917
chr3:180952845-180952845	chr3:179470151-179470151
chr4:126591757-126591757	chr4:126372307-126372307
chrX:152265895-152265895	chrX:152612701-152612701
chr17:75638564-75638564	chr17:78023969-78023969
chr3:191094870-191094870	chr3:189612176-189612176
chr8:116685305-116685305	chr8:116616130-116616130
chr8:75827250-75827250	chr8:75664695-75664695
chr7:4243940-4243940	chr7:4277414-4277414
chr10:13262471-13262471	chr10:13222465-13222465
chr2:208745037-208745037	chr2:209036792-209036792
chr1:117112787-117112787	chr1:117311264-117311264
chr7:148526737-148526737	chr7:148895804-148895804
chr8:144967084-144967084	chr8:144895096-144895096
chr9:124682225-124682225	chr9:125642404-125642404
chr1:55290950-55290950	chr1:55518362-55518362
chr1:47489770-47489770	chr1:47717183-47717183
chr1:152725155-152725155	chr1:154458531-154458531
chrX:53448759-53448759	chrX:53432034-53432034
chr7:129925525-129925525	chr7:130138289-130138289
chr3:31634444-31634444	chr3:31659440-31659440
chr2:95244640-95244640	chr2:95880913-95880913
chr16:4822112-4822112	chr16:4882111-4882111
chr1:94301435-94301435	chr1:94528847-94528847
chr1:27972447-27972447	chr1:28099860-28099860
chr8:133968592-133968592	chr8:133899410-133899410
chr8:143379887-143379887	chr8:143381980-143381980
chr15:57131923-57131923	chr15:59344631-59344631
chr2:196790011-196790011	chr2:197081766-197081766
chr17:30352444-30352444	chr17:33328331-33328331
chr17:10297229-10297229	chr17:10356504-10356504
chrX:52691239-52691239	chrX:52674514-52674514
chr11:14622492-14622492	chr11:14665916-14665916
chr19:16779641-16779641	chr19:16918641-16918641
chr15:29125708-29125708	chr15:31338416-31338416
chr14:93782544-93782544	chr14:94712791-94712791
chrX:54801681-54801681	chrX:54784956-54784956
chr15:74310761-74310761	chr15:76523706-76523706
chr15:41358689-41358689	chr15:43571397-43571397
chr1:150915289-150915289	chr1:152648665-152648665
chrMT:11720-11720	NA
chr13:18310806-18310806	chr13:19412806-19412806
chr19:46419749-46419749	chr19:41727909-41727909
chrX:142623243-142623243	chrX:142795577-142795577
chr10:102043111-102043111	chr10:102053121-102053121
chr2:101247897-101247897	chr2:101881465-101881465
chr7:21551275-21551275	chr7:21584750-21584750
chr19:51689646-51689646	chr19:46997806-46997806
chr2:216001219-216001219	chr2:216292974-216292974
chr13:42078995-42078995	chr13:43180995-43180995
chr6:43262002-43262002	chr6:43154024-43154024
chr11:34868744-34868744	chr11:34912168-34912168
chr2:159963623-159963623	chr2:160255377-160255377
chr3:120616689-120616689	chr3:119133999-119133999
chr3:102852738-102852738	chr3:101370048-101370048
chr8:23115325-23115325	chr8:23059380-23059380
chr6:79757311-79757311	chr6:79700592-79700592
chr17:60177315-60177332	chr17:62746853-62746870
chr2:114086061-114086061	chr2:114369591-114369591
chr8:111053672-111053672	chr8:110984496-110984496
chrX:56276462-56276462	chrX:56259737-56259737
chr7:158165496-158165496	chr7:158472735-158472735
chr3:95086316-95086316	chr3:93603626-93603626
chr11:74467955-74467955	chr11:74790307-74790307
chr1:29186780-29186780	chr1:29314193-29314193
chr15:88628885-88628886	chr15:90827881-90827882
chr3:28343399-28343399	chr3:28368395-28368395
chr11:70010206-70010206	chr11:70332558-70332558
chrX:74464465-74464465	chrX:74547740-74547740
chr11:68271260-68271260	chr11:68514684-68514684
chr19:9538386-9538386	chr19:9677386-9677386
chr11:71371604-71371604	chr11:71693956-71693956
chr11:17750447-17750447	chr11:17793871-17793871
chr16:11934987-11934987	chr16:12027486-12027486
chr10:88693709-88693709	chr10:88703729-88703729
chr19:45113020-45113020	chr19:40421180-40421180
chr6:160586542-160586542	chr6:160666552-160666552
chr1:91176546-91176546	chr1:91403958-91403958
chr4:68620634-68620634	chr4:68938039-68938039
chr2:135455322-135455322	chr2:135738852-135738852
chr21:30895357-30895357	chr21:31973486-31973486
chr3:122787694-122787694	chr3:121305004-121305004
chr4:113929233-113929233	chr4:113709784-113709784
chr5:140552460-140552460	chr5:140572276-140572276
chr6:17869080-17869080	chr6:17761101-17761101
chr8:105580834-105580834	chr8:105511658-105511658
chr3:155323156-155323156	chr3:153840466-153840466
chr19:54233691-54233691	chr19:49541879-49541879
chr20:57882356-57882356	chr20:58448961-58448961
chr22:37442742-37442742	chr22:39112796-39112796
chr11:62049531-62049531	chr11:62292955-62292955
chr20:3674608-3674608	chr20:3726608-3726608
chr19:9977535-9977535	chr19:10116535-10116535
chrX:40425029-40425029	chrX:40540085-40540085
chr19:59309707-59309707	chr19:54617895-54617895
chr5:112202368-112202368	chr5:112174469-112174469
chr7:143727871-143727871	chr7:144096938-144096938
chr1:85104078-85104078	chr1:85331490-85331490
chr4:39126506-39126506	chr4:39450111-39450111
chr5:140595424-140595424	chr5:140615240-140615240
chr2:71430860-71430860	chr2:71577352-71577352
chr2:101018924-101018924	chr2:101652492-101652492
chr1:23949930-23949930	chr1:24077343-24077343
chr6:102180994-102180994	chr6:102074301-102074301
chr3:141890015-141890015	chr3:140407325-140407325
chr12:34070354-34070354	chr12:34179087-34179087
chr11:1170220-1170220	chr11:1213644-1213644
chr2:106442176-106442176	chr2:107075744-107075744
chr10:111614947-111614947	chr10:111624957-111624957
chr19:16298789-16298789	chr19:16437789-16437789
chr1:2515216-2515216	chr1:2525356-2525356
chr11:118278772-118278772	chr11:118773562-118773562
chr14:75302453-75302453	chr14:76232700-76232700
chrX:91019528-91019528	chrX:91132872-91132872
chr1:32400553-32400553	chr1:32627966-32627966
chr19:1832453-1832453	chr19:1881453-1881453
chrX:150874946-150874946	chrX:151124290-151124290
chr2:215531372-215531372	chr2:215823127-215823127
chr2:130588999-130588999	chr2:130872529-130872529
chr19:532411-532411	chr19:581411-581411
chr6:116854684-116854684	chr6:116747991-116747991
chr1:119737936-119737936	chr1:119936413-119936413
chr10:124351440-124351440	chr10:124361450-124361450
chr1:226514010-226514010	chr1:228447387-228447387
chr14:49430922-49430924	chr14:50361172-50361174
chrX:50135850-50135851	chrX:50119110-50119111
chr15:72179752-72179752	chr15:74392699-74392699
chr8:42145653-42145653	chr8:42026496-42026496
chr2:203812052-203812052	chr2:204103807-204103807
chr1:150460315-150460315	chr1:152193691-152193691
chr1:190812585-190812585	chr1:192545962-192545962
chr13:40664912-40664912	chr13:41766912-41766912
chr9:43566811-43566811	chr9:43626815-43626815
chr7:72048375-72048375	chr7:72410439-72410439
chr9:114844923-114844923	chr9:115805102-115805102
chr7:73094881-73094881	chr7:73456945-73456945
chr17:7518990-7518990	chr17:7578265-7578265
chr3:143400445-143400445	chr3:141917755-141917755
chr6:49691409-49691409	chr6:49583450-49583450
chr11:64384146-64384146	chr11:64627570-64627570
chr21:33837290-33837290	chr21:34915420-34915420
chr1:92618977-92618982	chr1:92846389-92846394
chr6:152818843-152818843	chr6:152777150-152777150
chr4:106754107-106754107	chr4:106534658-106534658
chr9:101854628-101854628	chr9:102814807-102814807
chr7:111274306-111274306	chr7:111487070-111487070
chr10:98373232-98373232	chr10:98383242-98383242
chr19:47490220-47490220	chr19:42798380-42798380
chr17:32032711-32032711	chr17:34958598-34958598
chr7:137263584-137263584	chr7:137613044-137613044
chr10:79251196-79251235	chr10:79581190-79581229
chr1:220869823-220869823	chr1:222803200-222803200
chr3:150577963-150577963	chr3:149095273-149095273
chr16:51346196-51346197	chr16:52788695-52788696
chr9:35093081-35093081	chr9:35103081-35103081
chrX:44822613-44822614	chrX:44937669-44937670
chr2:55604406-55604406	chr2:55750902-55750902
chr15:28874034-28874034	chr15:31086742-31086742
chr8:39625029-39625029	chr8:39505872-39505872
chr14:21541489-21541489	chr14:22471649-22471649
chr3:171561123-171561123	chr3:170078429-170078429
chr11:129780743-129780743	chr11:130275533-130275533
chr3:150097136-150097136	chr3:148614446-148614446
chr14:71270197-71270197	chr14:72200444-72200444
chr16:27668451-27668451	chr16:27760950-27760950
chr5:112207571-112207571	chr5:112179672-112179672
chr1:152563499-152563499	chr1:154296875-154296875
chrX:100390221-100390221	chrX:100503565-100503565
chr2:31901777-31901777	chr2:32048273-32048273
chr11:66081962-66081962	chr11:66325386-66325386
chr6:90520041-90520041	chr6:90463320-90463320
chr3:168729534-168729534	chr3:167246840-167246840
chr1:233357836-233357836	chr1:235291213-235291213
chr2:39846728-39846728	chr2:39993224-39993224
chr5:140456450-140456450	chr5:140476266-140476266
chr3:123900965-123900965	chr3:122418275-122418275
chr19:14924751-14924751	chr19:15063751-15063751
chr15:53522833-53522833	chr15:55735541-55735541
chr9:72192612-72192612	chr9:73002792-73002792
chr6:32013126-32013126	chr6:31905147-31905147
chr8:71231824-71231824	chr8:71069270-71069270
chr17:30610495-30610495	chr17:33586382-33586382
chr1:153415013-153415013	chr1:155148389-155148389
chr3:197099845-197099845	chr3:195615448-195615448
chr17:4585337-4585337	chr17:4638588-4638588
chr14:63805266-63805266	chr14:64735513-64735513
chr1:109072832-109072832	chr1:109271309-109271309
chr19:53248115-53248115	chr19:48556303-48556303
chr19:36459619-36459619	chr19:31767779-31767779
chr20:45728098-45728098	chr20:46294691-46294691
chr1:172514498-172514498	chr1:174247875-174247875
chr2:179324182-179324182	chr2:179615937-179615937
chr7:127025752-127025752	chr7:127238516-127238516
chr9:43567305-43567305	chr9:43627309-43627309
chr17:17944625-17944625	chr17:18003900-18003900
chr3:54635643-54635643	chr3:54660603-54660603
chr7:40094456-40094456	chr7:40127931-40127931
chr11:62276598-62276598	chr11:62520022-62520022
chr4:123072419-123072419	chr4:122852969-122852969
chr1:87330878-87330878	chr1:87558290-87558290
chr16:66823362-66823362	chr16:68265861-68265861
chr22:21173283-21173283	chr22:22843283-22843283
chr12:10845947-10845947	chr12:10954680-10954680
chr11:89548840-89548840	chr11:89909192-89909192
chr11:92232056-92232056	chr11:92592408-92592408
chr8:124426334-124426334	chr8:124357153-124357153
chr11:66015419-66015419	chr11:66258843-66258843
chr19:63130884-63130884	chr19:58439072-58439072
chr8:41911368-41911368	chr8:41792211-41792211
chr20:2412099-2412099	chr20:2464099-2464099
chr3:139866616-139866616	chr3:138383926-138383926
chr2:218917774-218917774	chr2:219209530-219209530
chr14:64307502-64307502	chr14:65237749-65237749
chr21:27134548-27134548	chr21:28212677-28212677
chr17:7517819-7517819	chr17:7577094-7577094
chr19:63112305-63112305	chr19:58420493-58420493
chr10:115333106-115333106	chr10:115343116-115343116
chr12:9337718-9337719	chr12:9446451-9446452
chr7:148115035-148115035	chr7:148484102-148484102
chr2:98076030-98076030	chr2:98709598-98709598
chr9:134769650-134769650	chr9:135779829-135779829
chr5:19519190-19519190	chr5:19483433-19483433
chr19:6544972-6544972	chr19:6593972-6593972
chr1:113046720-113046720	chr1:113245197-113245197
chr17:35598744-35598744	chr17:38345218-38345218
chr13:49487817-49487817	chr13:50589816-50589816
chr9:123112860-123112860	chr9:124073039-124073039
chr2:149770166-149770166	chr2:150061920-150061920
chr21:41689406-41689406	chr21:42767536-42767536
chr21:40336436-40336436	chr21:41414566-41414566
chr18:68568767-68568767	chr18:70417787-70417787
chr7:100294486-100294486	chr7:100456550-100456550
chr6:47085854-47085854	chr6:46977895-46977895
chr12:3176716-3176716	chr12:3306455-3306455
chr2:138116624-138116624	chr2:138400154-138400154
chr15:97720932-97720932	chr15:99903409-99903409
chr12:7760918-7760918	chr12:7869651-7869651
chr15:65912595-65912595	chr15:68125541-68125541
chr10:89682863-89682863	chr10:89692883-89692883
chr13:98979838-98979838	chr13:100181837-100181837
chr4:8563070-8563070	chr4:8512170-8512170
chr1:154909084-154909084	chr1:156642460-156642460
chr11:113179805-113179805	chr11:113674595-113674595
chr11:123992488-123992488	chr11:124487278-124487278
chr15:32569804-32569804	chr15:34782512-34782512
chr13:109625048-109625048	chr13:110827047-110827047
chr11:94371473-94371473	chr11:94731825-94731825
chr15:18903897-18903897	chr15:20643883-20643883
chrX:562404-562405	chrX:642404-642405
chr17:19955908-19955908	chr17:20015316-20015316
chrX:118469992-118470017	chrX:118585964-118585989
chr2:237939393-237939393	chr2:238274654-238274654
